student_id,date,program,location,score_reading,score_writing,score_mathNoCalc,score_mathCalc
163277,03/02/2018,skills,center,653,54,675,572
163277,21/02/2018,tutoring,online,686,58,760,594
163289,10/03/2018,intake,NA,510,54,516,271
163289,26/03/2018,tutoring,online,533,57,551,282
163289,17/04/2018,refresh,online,541,59,563,284
163310,21/05/2018,intake,NA,426,47,311,499
163310,02/06/2018,skills,center,440,48,322,517
163310,02/07/2018,tutoring,center,482,52,351,559
163316,18/01/2017,intake,NA,450,42,355,598
163316,12/02/2017,skills,center,458,44,366,622
163316,04/03/2017,tutoring,center,475,47,384,656
163323,29/01/2016,intake,NA,531,57,641,661
163323,24/02/2016,refresh,online,535,58,653,674
163323,14/03/2016,tutoring,center,562,61,682,706
163330,11/09/2016,intake,NA,657,73,707,464
163330,20/10/2016,skills,center,672,75,717,476
163332,05/04/2018,intake,NA,604,47,681,616
163332,19/04/2018,skills,center,610,47,698,632
163332,20/04/2018,skills,center,619,49,723,650
163332,20/05/2018,tutoring,center,652,52,792,684
163338,23/08/2018,intake,NA,732,78,419,576
163338,20/09/2018,skills,center,760,80,432,587
163338,06/11/2018,skills,center,790,83,452,607
163338,23/01/2019,skills,center,784,83,453,617
163342,29/04/2016,intake,NA,573,66,650,625
163342,22/05/2016,skills,center,577,68,669,644
163342,28/06/2016,skills,center,603,71,696,678
163347,02/12/2017,intake,NA,443,50,300,376
163347,19/12/2017,skills,center,450,52,314,383
163357,06/05/2016,intake,NA,765,45,374,597
163357,23/05/2016,tutoring,center,800,46,389,622
163359,30/12/2017,intake,NA,734,56,581,662
163359,16/01/2018,skills,center,754,58,593,683
163362,09/04/2018,intake,NA,727,77,495,566
163362,26/04/2018,skills,center,740,77,518,578
163365,19/05/2018,intake,NA,775,50,553,576
163365,08/06/2018,skills,center,793,51,572,593
163383,27/12/2017,intake,NA,496,43,537,622
163383,31/01/2018,skills,center,503,44,558,633
163383,08/03/2018,refresh,online,506,44,575,640
163383,26/04/2018,tutoring,center,539,48,615,679
163383,17/05/2018,tutoring,center,576,51,677,737
163384,23/05/2016,intake,NA,644,69,459,687
163384,06/06/2016,tutoring,center,662,71,475,686
163385,19/06/2018,intake,NA,459,75,443,682
163385,04/07/2018,skills,center,463,77,459,690
163388,28/08/2018,intake,NA,447,34,379,567
163388,29/08/2018,skills,center,455,35,393,586
163388,23/09/2018,skills,center,472,37,409,617
163389,20/05/2017,intake,NA,492,47,480,498
163389,03/06/2017,tutoring,center,506,49,500,513
163389,21/06/2017,skills,center,518,50,517,527
163389,20/07/2017,skills,center,534,53,534,551
163390,09/05/2017,intake,NA,468,52,647,521
163390,04/06/2017,tutoring,center,483,54,678,540
163390,26/06/2017,skills,center,494,54,696,571
163390,12/08/2017,tutoring,center,500,56,724,593
163391,30/07/2018,intake,NA,403,38,262,501
163391,18/08/2018,skills,center,405,39,276,519
163391,25/08/2018,skills,center,429,40,292,541
163398,07/02/2016,intake,NA,634,44,322,553
163398,20/02/2016,tutoring,center,654,45,327,565
163404,01/04/2016,intake,NA,521,22,386,308
163404,07/05/2016,tutoring,center,528,22,398,319
163409,28/08/2018,intake,NA,565,35,725,453
163409,11/09/2018,skills,center,575,36,738,471
163409,12/09/2018,tutoring,center,627,39,795,510
163421,16/07/2017,intake,NA,603,48,466,616
163421,30/07/2017,skills,center,616,50,468,636
163421,08/08/2017,refresh,center,611,50,484,628
163428,14/04/2017,intake,NA,633,83,681,393
163428,06/05/2017,skills,center,638,85,719,408
163428,23/05/2017,skills,center,676,89,749,427
163428,24/05/2017,refresh,online,692,90,783,430
163432,15/05/2018,intake,NA,468,63,244,499
163432,17/06/2018,skills,center,483,66,253,523
163450,28/08/2018,intake,NA,677,69,535,298
163450,18/09/2018,skills,center,689,71,570,313
163450,06/10/2018,skills,center,715,74,604,330
163450,16/11/2018,skills,center,719,75,599,335
163456,01/12/2017,intake,NA,668,37,323,665
163456,20/12/2017,skills,center,702,38,340,689
163456,01/02/2018,tutoring,center,776,41,369,732
163460,14/10/2018,intake,NA,572,55,234,476
163460,06/11/2018,skills,center,584,57,242,491
163460,15/11/2018,skills,center,604,58,255,504
163464,20/03/2016,intake,NA,547,22,406,650
163464,06/04/2016,skills,center,550,22,426,663
163472,17/05/2016,intake,NA,591,64,372,583
163472,01/06/2016,skills,center,609,66,385,600
163472,29/06/2016,refresh,center,626,66,390,612
163472,09/07/2016,skills,center,659,70,419,638
163477,07/03/2018,intake,NA,677,34,418,558
163477,04/04/2018,tutoring,online,706,35,447,588
163477,08/04/2018,refresh,online,714,35,451,594
163477,28/07/2018,tutoring,center,757,37,490,642
163482,15/03/2017,intake,NA,659,42,343,640
163482,04/04/2017,refresh,online,664,42,352,641
163482,19/04/2017,tutoring,center,690,44,368,667
163482,25/05/2017,skills,center,697,45,380,678
163482,30/05/2017,refresh,online,707,46,392,689
163488,14/01/2016,intake,NA,627,56,300,504
163488,06/02/2016,skills,center,642,59,315,530
163489,13/12/2016,intake,NA,765,38,431,382
163489,21/12/2016,skills,center,773,39,451,384
163493,28/09/2016,intake,NA,446,57,596,606
163493,02/11/2016,skills,center,450,58,611,620
163493,05/12/2016,refresh,online,454,58,619,614
163493,06/01/2017,skills,center,468,59,641,637
163500,18/07/2017,intake,NA,699,46,470,403
163500,19/08/2017,skills,center,716,47,488,415
163500,27/08/2017,skills,center,734,48,509,434
163505,06/01/2016,intake,NA,498,42,693,751
163505,27/01/2016,skills,center,508,43,706,774
163509,21/06/2016,intake,NA,495,40,578,278
163509,02/07/2016,skills,center,498,42,588,285
163509,24/08/2016,skills,center,516,44,615,300
163509,06/10/2016,skills,center,521,44,615,299
163511,30/01/2018,intake,NA,673,47,451,598
163511,18/02/2018,skills,center,685,48,467,610
163511,01/03/2018,tutoring,online,730,52,522,629
163512,30/03/2016,intake,NA,712,51,358,372
163512,16/04/2016,skills,center,740,53,367,378
163512,17/05/2016,tutoring,center,765,54,389,383
163512,05/06/2016,tutoring,center,784,56,405,397
163514,06/09/2017,intake,NA,539,40,664,320
163514,29/09/2017,skills,center,548,41,677,326
163514,11/11/2017,tutoring,center,556,43,701,337
163514,02/12/2017,refresh,online,566,44,727,340
163514,06/02/2018,refresh,center,570,45,740,347
163523,27/06/2018,intake,NA,575,14,404,496
163523,08/07/2018,refresh,online,569,14,409,503
163523,17/08/2018,refresh,center,567,14,412,508
163526,06/06/2016,intake,NA,649,93,514,599
163526,22/06/2016,skills,center,672,95,524,612
163531,15/11/2016,intake,NA,525,75,325,589
163531,26/11/2016,refresh,online,534,75,328,581
163531,06/01/2017,skills,center,548,76,340,606
163532,24/07/2018,intake,NA,769,80,652,786
163532,20/08/2018,refresh,online,773,80,663,797
163532,18/09/2018,skills,center,783,81,679,800
163539,05/09/2018,intake,NA,673,33,559,550
163539,18/09/2018,refresh,online,678,33,564,555
163539,29/10/2018,skills,center,689,33,575,565
163539,02/12/2018,skills,center,718,35,596,602
163551,22/07/2018,intake,NA,758,65,240,730
163551,12/08/2018,refresh,center,775,66,242,733
163551,22/09/2018,skills,center,787,68,251,753
163552,24/10/2017,intake,NA,536,53,279,356
163552,14/11/2017,skills,center,538,54,292,373
163552,07/12/2017,tutoring,center,564,56,312,392
163552,14/12/2017,refresh,online,574,56,321,401
163560,24/03/2018,intake,NA,665,49,599,530
163560,15/04/2018,tutoring,center,711,53,663,570
163560,03/05/2018,tutoring,center,770,58,735,617
163596,09/06/2017,intake,NA,587,58,264,542
163596,25/06/2017,skills,center,602,60,276,545
163596,06/07/2017,skills,center,621,63,289,579
163601,30/05/2018,intake,NA,368,28,633,743
163601,13/06/2018,refresh,center,366,28,632,745
163605,04/04/2016,intake,NA,690,30,480,404
163605,21/04/2016,skills,center,700,31,500,421
163605,29/04/2016,skills,center,727,32,523,439
163611,07/01/2017,intake,NA,716,33,367,566
163611,21/01/2017,skills,center,744,33,381,575
163622,10/03/2018,intake,NA,758,56,493,527
163622,22/03/2018,skills,center,761,57,506,531
163624,18/12/2016,intake,NA,456,47,394,628
163624,10/01/2017,skills,center,456,48,410,643
163624,13/01/2017,tutoring,center,461,50,424,676
163624,24/02/2017,skills,center,478,52,442,700
163640,21/05/2017,intake,NA,566,65,675,612
163640,20/06/2017,skills,center,577,67,686,611
163640,04/07/2017,refresh,center,586,66,699,617
163640,16/07/2017,skills,center,613,69,728,636
163648,13/01/2017,intake,NA,683,62,413,673
163648,04/02/2017,skills,center,698,63,432,685
163649,17/11/2017,intake,NA,645,49,514,655
163649,05/12/2017,refresh,online,654,49,517,671
163649,06/01/2018,tutoring,online,686,51,567,692
163649,02/03/2018,skills,center,699,52,590,714
163650,13/05/2018,intake,NA,515,46,564,492
163650,23/05/2018,skills,center,527,47,587,511
163658,21/07/2018,intake,NA,568,42,659,573
163658,10/08/2018,tutoring,center,609,45,718,614
163658,02/09/2018,refresh,online,604,46,744,630
163658,25/10/2018,skills,center,610,47,768,644
163661,18/06/2018,intake,NA,539,32,401,729
163661,16/07/2018,skills,center,543,33,422,753
163664,13/11/2017,intake,NA,588,67,593,673
163664,28/11/2017,refresh,online,589,68,595,671
163664,04/01/2018,tutoring,center,618,71,660,715
163665,16/09/2016,intake,NA,628,31,676,352
163665,28/09/2016,tutoring,center,644,32,699,361
163668,11/06/2016,intake,NA,621,69,547,288
163668,15/07/2016,skills,center,636,70,570,295
163670,24/12/2016,intake,NA,451,61,605,507
163670,15/01/2017,skills,center,452,62,618,527
163670,04/02/2017,refresh,online,457,64,616,536
163670,07/04/2017,skills,center,473,66,654,554
163672,14/01/2018,intake,NA,562,81,490,622
163672,01/02/2018,skills,center,578,83,505,636
163688,08/05/2018,intake,NA,555,58,431,665
163688,21/05/2018,skills,center,575,60,443,677
163688,10/06/2018,skills,center,588,63,464,710
163691,19/11/2017,intake,NA,422,16,646,579
163691,12/12/2017,skills,center,428,17,662,596
163691,17/01/2018,skills,center,443,18,683,609
163691,19/01/2018,refresh,center,443,18,698,609
163697,29/01/2017,intake,NA,569,36,487,606
163697,11/02/2017,skills,center,567,36,504,629
163699,07/08/2016,intake,NA,647,35,379,233
163699,29/08/2016,skills,center,669,36,400,244
163699,20/09/2016,skills,center,712,38,429,259
163699,29/09/2016,tutoring,center,723,41,447,267
163713,04/10/2018,intake,NA,617,24,681,581
163713,20/10/2018,tutoring,online,653,25,713,612
163739,24/07/2017,intake,NA,445,21,604,667
163739,07/08/2017,skills,center,456,22,622,695
163749,12/08/2018,intake,NA,723,51,596,564
163749,23/08/2018,tutoring,center,772,55,640,608
163757,30/04/2017,intake,NA,557,79,663,602
163757,31/05/2017,skills,center,562,80,667,608
163792,12/12/2017,intake,NA,548,61,756,696
163792,20/12/2017,skills,center,556,61,774,714
163804,18/08/2018,intake,NA,615,72,675,617
163804,06/09/2018,skills,center,636,74,686,633
163808,20/09/2018,intake,NA,552,60,572,429
163808,13/10/2018,skills,center,558,62,591,443
163808,10/12/2018,tutoring,online,591,66,643,463
163808,16/01/2019,skills,center,624,68,668,485
163810,14/11/2017,intake,NA,562,47,582,359
163810,18/12/2017,refresh,online,555,47,576,355
163810,27/01/2018,tutoring,center,584,50,630,378
163810,04/04/2018,skills,center,599,51,648,387
163815,25/04/2018,intake,NA,597,66,668,579
163815,19/05/2018,skills,center,607,67,690,592
163815,05/06/2018,refresh,center,623,66,691,601
163815,02/08/2018,skills,center,654,69,727,627
163830,18/06/2017,intake,NA,737,67,308,695
163830,18/07/2017,skills,center,746,69,318,725
163830,02/09/2017,refresh,online,743,70,322,725
163830,03/10/2017,skills,center,766,73,342,754
163832,28/04/2016,intake,NA,525,67,702,557
163832,23/05/2016,skills,center,529,68,716,574
163835,10/06/2016,intake,NA,523,58,366,672
163835,05/07/2016,tutoring,center,543,59,384,697
163836,29/01/2017,intake,NA,576,52,381,638
163836,25/02/2017,refresh,online,576,53,396,643
163836,01/04/2017,tutoring,center,594,55,410,666
163836,26/05/2017,skills,center,604,56,415,682
163849,24/06/2016,intake,NA,660,25,516,770
163849,08/07/2016,refresh,online,653,25,516,782
163849,15/08/2016,refresh,online,664,25,527,798
163872,26/06/2018,intake,NA,563,47,602,408
163872,18/07/2018,skills,center,571,49,614,414
163872,21/08/2018,skills,center,601,50,630,428
163875,28/02/2018,intake,NA,695,68,424,457
163875,15/03/2018,tutoring,center,743,73,457,489
163875,27/04/2018,skills,center,758,74,473,498
163877,12/10/2018,intake,NA,681,21,678,786
163877,07/11/2018,refresh,online,698,21,687,782
163877,13/12/2018,skills,center,715,22,697,796
163883,31/01/2018,intake,NA,737,64,653,537
163883,22/02/2018,tutoring,center,790,69,701,577
163884,03/11/2016,intake,NA,602,79,313,555
163884,25/11/2016,skills,center,626,81,326,576
163884,09/12/2016,skills,center,647,86,347,604
163884,20/12/2016,refresh,online,660,89,363,612
163890,29/05/2017,intake,NA,602,44,318,435
163890,22/06/2017,skills,center,619,44,332,447
163890,02/08/2017,skills,center,640,46,350,475
163891,15/03/2016,intake,NA,715,56,566,598
163891,13/04/2016,tutoring,center,733,57,592,611
163891,31/05/2016,skills,center,726,58,600,628
163892,08/10/2016,intake,NA,610,58,418,625
163892,02/11/2016,tutoring,center,628,59,436,641
163895,07/12/2016,intake,NA,667,41,471,657
163895,24/12/2016,skills,center,679,43,491,675
163907,27/02/2017,intake,NA,489,43,602,754
163907,19/03/2017,skills,center,491,45,624,756
163933,23/12/2016,intake,NA,582,46,303,631
163933,19/01/2017,skills,center,594,46,314,635
163941,26/03/2016,intake,NA,623,70,414,551
163941,08/04/2016,tutoring,center,634,72,431,560
163942,02/08/2016,intake,NA,543,44,344,476
163942,18/08/2016,tutoring,center,558,46,353,489
163942,06/09/2016,tutoring,center,574,47,364,501
163952,17/05/2018,intake,NA,759,84,641,270
163952,09/06/2018,skills,center,778,88,672,280
163954,27/03/2016,intake,NA,530,65,399,537
163954,21/04/2016,refresh,online,527,65,401,545
163954,18/05/2016,tutoring,center,546,68,419,566
163956,28/01/2016,intake,NA,487,35,451,250
163956,19/02/2016,skills,center,510,37,469,259
163956,15/03/2016,skills,center,521,39,500,276
163956,10/04/2016,refresh,center,532,39,516,285
163957,18/05/2018,intake,NA,526,49,415,553
163957,02/06/2018,skills,center,546,50,436,566
163957,17/07/2018,tutoring,center,572,55,469,596
163966,01/10/2016,intake,NA,440,70,493,734
163966,12/10/2016,skills,center,449,72,515,746
163968,19/01/2017,intake,NA,749,57,256,685
163968,04/02/2017,refresh,center,768,57,259,693
163968,26/02/2017,refresh,center,773,57,258,709
163968,30/03/2017,skills,center,784,59,272,731
163971,17/12/2017,intake,NA,583,33,387,264
163971,17/01/2018,skills,center,602,33,402,268
163975,17/03/2016,intake,NA,681,16,700,672
163975,31/03/2016,skills,center,702,17,738,694
163978,25/08/2016,intake,NA,514,52,455,691
163978,18/09/2016,skills,center,521,55,473,723
163978,21/09/2016,skills,center,534,57,490,749
163979,29/03/2017,intake,NA,626,38,303,689
163979,09/04/2017,skills,center,643,39,315,708
163979,10/05/2017,skills,center,674,41,332,765
163979,15/05/2017,skills,center,674,42,333,770
163983,02/01/2016,intake,NA,567,61,484,686
163983,19/01/2016,refresh,center,577,61,490,693
163983,10/02/2016,tutoring,center,602,64,516,717
163983,14/03/2016,tutoring,center,618,65,537,731
163984,06/06/2018,intake,NA,625,48,269,665
163984,21/06/2018,skills,center,640,50,281,674
163989,17/08/2018,intake,NA,500,55,305,559
163989,01/09/2018,refresh,online,505,55,312,568
163989,22/09/2018,tutoring,center,538,60,345,618
163991,10/08/2017,intake,NA,526,37,638,555
163991,03/09/2017,skills,center,543,37,643,575
163991,20/09/2017,skills,center,562,39,667,603
163992,16/11/2016,intake,NA,626,43,637,641
163992,26/11/2016,skills,center,634,44,640,648
163992,22/12/2016,skills,center,660,47,675,671
163992,06/01/2017,tutoring,center,673,49,709,704
164005,19/11/2018,intake,NA,552,20,453,420
164005,06/12/2018,tutoring,online,582,21,487,454
164005,04/01/2019,refresh,online,604,21,493,463
164013,01/05/2017,intake,NA,692,60,675,636
164013,27/05/2017,tutoring,center,703,62,719,655
164015,15/10/2016,intake,NA,489,65,353,373
164015,01/11/2016,skills,center,503,68,369,385
164015,28/11/2016,skills,center,534,72,391,407
164016,07/03/2018,intake,NA,585,15,433,483
164016,01/04/2018,tutoring,center,637,16,469,524
164016,06/05/2018,skills,center,644,16,480,539
164016,24/05/2018,skills,center,668,17,507,567
164017,24/12/2017,intake,NA,685,61,397,458
164017,05/01/2018,refresh,online,690,62,401,454
164022,12/11/2016,intake,NA,693,45,678,575
164022,02/12/2016,skills,center,718,47,695,590
164022,01/01/2017,refresh,online,721,48,712,597
164026,01/11/2017,intake,NA,767,17,549,320
164026,17/11/2017,tutoring,center,787,18,567,338
164026,01/02/2018,skills,center,800,19,612,357
164028,20/03/2016,intake,NA,606,64,508,719
164028,07/04/2016,refresh,online,612,64,513,710
164031,20/02/2016,intake,NA,711,30,278,568
164031,13/03/2016,refresh,center,723,30,282,577
164031,13/05/2016,tutoring,center,737,31,297,592
164031,27/06/2016,refresh,center,743,32,302,607
164031,21/08/2016,skills,center,750,33,317,620
164036,30/10/2018,intake,NA,651,65,305,215
164036,27/11/2018,refresh,online,648,65,309,218
164036,20/12/2018,skills,center,681,67,324,229
164036,08/01/2019,skills,center,713,71,342,249
164037,31/07/2017,intake,NA,682,35,525,302
164037,29/08/2017,skills,center,686,35,546,309
164050,18/10/2018,intake,NA,528,49,611,313
164050,13/11/2018,refresh,center,531,49,628,317
164050,27/12/2018,skills,center,528,51,651,329
164050,22/03/2019,tutoring,online,556,53,736,345
164058,04/03/2018,intake,NA,675,34,513,761
164058,21/03/2018,skills,center,685,35,540,786
164059,19/12/2016,intake,NA,500,27,494,414
164059,25/12/2016,skills,center,519,28,504,429
164059,30/01/2017,tutoring,center,539,29,522,438
164059,25/03/2017,skills,center,561,31,547,462
164059,31/05/2017,refresh,online,580,31,563,480
164060,18/02/2018,intake,NA,492,38,668,642
164060,06/03/2018,tutoring,online,516,40,727,688
164072,19/12/2016,intake,NA,632,66,372,449
164072,16/01/2017,skills,center,642,68,379,452
164072,13/02/2017,refresh,online,645,68,385,461
164074,13/08/2017,intake,NA,745,58,429,619
164074,08/09/2017,skills,center,773,60,445,635
164074,12/10/2017,tutoring,center,786,62,469,653
164086,09/11/2017,intake,NA,570,30,361,598
164086,25/11/2017,skills,center,580,31,378,615
164089,03/04/2016,intake,NA,632,67,269,432
164089,23/04/2016,tutoring,center,661,68,282,449
164102,06/11/2018,intake,NA,594,83,412,501
164102,25/11/2018,skills,center,616,85,427,514
164102,17/12/2018,tutoring,online,643,89,475,553
164102,10/01/2019,tutoring,online,680,93,532,590
164118,19/10/2017,intake,NA,552,43,572,635
164118,16/11/2017,skills,center,568,44,584,638
164119,03/11/2017,intake,NA,748,59,185,414
164119,21/11/2017,tutoring,center,784,63,194,433
164119,06/12/2017,skills,center,796,64,201,447
164120,19/05/2016,intake,NA,743,57,233,472
164120,13/06/2016,skills,center,744,58,244,483
164132,31/01/2018,intake,NA,556,54,350,588
164132,17/02/2018,skills,center,563,55,367,607
164137,05/12/2017,intake,NA,726,50,491,582
164137,21/12/2017,skills,center,742,50,507,599
164151,03/06/2016,intake,NA,691,59,92,304
164151,28/06/2016,skills,center,706,60,97,316
164155,24/10/2016,intake,NA,554,25,455,288
164155,27/11/2016,skills,center,565,25,464,299
164159,03/10/2017,intake,NA,605,50,406,449
164159,02/11/2017,skills,center,613,51,429,461
164159,21/12/2017,refresh,center,617,52,436,467
164159,28/12/2017,refresh,online,626,53,442,475
164163,22/02/2018,intake,NA,642,43,414,325
164163,25/03/2018,skills,center,652,44,427,334
164163,04/04/2018,refresh,online,662,45,430,340
164168,08/10/2016,intake,NA,562,52,717,346
164168,22/10/2016,skills,center,565,52,740,350
164175,11/07/2017,intake,NA,505,48,338,504
164175,08/08/2017,skills,center,514,50,346,514
164186,20/05/2018,intake,NA,614,86,290,558
164186,06/06/2018,refresh,online,616,87,291,555
164186,05/07/2018,skills,center,616,90,299,580
164186,11/09/2018,skills,center,635,94,318,609
164188,05/09/2017,intake,NA,627,80,580,683
164188,29/09/2017,skills,center,650,82,611,702
164188,08/11/2017,skills,center,684,87,656,734
164188,08/01/2018,skills,center,678,88,659,740
164201,13/07/2016,intake,NA,707,81,294,609
164201,28/07/2016,skills,center,720,83,307,626
164201,21/08/2016,skills,center,741,87,328,656
164206,03/02/2018,intake,NA,583,33,428,641
164206,24/02/2018,skills,center,603,34,454,654
164206,27/03/2018,refresh,center,610,34,460,657
164206,01/05/2018,refresh,online,626,35,478,677
164207,11/01/2017,intake,NA,578,57,387,532
164207,02/02/2017,tutoring,center,593,59,413,549
164207,24/03/2017,tutoring,center,608,61,434,567
164207,17/05/2017,skills,center,622,63,443,586
164211,06/06/2016,intake,NA,592,44,275,768
164211,21/06/2016,skills,center,606,45,291,794
164232,24/05/2016,intake,NA,513,42,523,701
164232,12/06/2016,tutoring,center,525,43,553,727
164232,23/07/2016,tutoring,center,534,44,565,763
164232,06/09/2016,tutoring,center,547,46,588,781
164262,28/10/2018,intake,NA,511,44,454,368
164262,14/11/2018,skills,center,511,45,467,371
164263,06/02/2016,intake,NA,577,50,375,396
164263,27/02/2016,skills,center,583,51,385,403
164265,19/10/2016,intake,NA,529,45,458,792
164265,21/10/2016,refresh,center,525,45,459,791
164269,02/03/2016,intake,NA,355,64,453,653
164269,17/03/2016,skills,center,354,66,476,668
164269,07/04/2016,refresh,center,361,65,486,665
164270,08/10/2018,intake,NA,660,64,401,511
164270,02/11/2018,refresh,online,660,65,406,505
164270,22/11/2018,tutoring,online,693,69,453,537
164270,11/12/2018,tutoring,center,742,74,492,569
164272,04/10/2016,intake,NA,630,41,413,490
164272,19/10/2016,skills,center,638,41,432,501
164272,05/12/2016,skills,center,666,44,455,528
164273,30/06/2018,intake,NA,674,45,269,298
164273,19/07/2018,skills,center,689,46,282,308
164286,30/09/2018,intake,NA,367,34,547,508
164286,21/10/2018,skills,center,375,34,566,520
164286,30/11/2018,refresh,online,383,35,577,518
164286,19/02/2019,tutoring,online,401,37,644,536
164289,18/10/2018,intake,NA,701,39,605,360
164289,24/10/2018,skills,center,713,40,612,369
164289,04/12/2018,skills,center,732,41,650,386
164291,23/09/2017,intake,NA,630,65,681,452
164291,18/10/2017,refresh,online,634,65,695,453
164291,11/11/2017,tutoring,center,668,68,732,470
164291,22/12/2017,refresh,center,673,68,747,475
164295,12/06/2016,intake,NA,583,56,434,663
164295,17/07/2016,skills,center,590,57,441,671
164295,07/08/2016,refresh,center,603,57,443,675
164295,22/09/2016,skills,center,627,59,466,691
164300,26/12/2016,intake,NA,542,36,626,542
164300,18/01/2017,skills,center,546,37,651,562
164300,11/02/2017,skills,center,575,39,696,591
164300,18/02/2017,tutoring,center,586,40,731,603
164300,01/04/2017,skills,center,588,40,739,597
164307,24/01/2018,intake,NA,652,72,313,701
164307,02/02/2018,skills,center,675,75,326,729
164307,10/02/2018,skills,center,705,80,347,764
164309,17/01/2016,intake,NA,507,36,466,657
164309,02/02/2016,skills,center,518,37,482,672
164309,26/02/2016,skills,center,534,38,504,696
164309,24/03/2016,refresh,center,550,38,522,705
164311,13/08/2018,intake,NA,499,40,282,495
164311,27/08/2018,skills,center,508,40,289,508
164311,29/09/2018,tutoring,online,537,42,317,536
164321,01/11/2017,intake,NA,652,41,690,444
164321,19/11/2017,skills,center,667,42,702,458
164321,16/12/2017,skills,center,698,44,739,485
164324,18/04/2018,intake,NA,587,56,462,656
164324,23/05/2018,tutoring,center,617,60,495,696
164324,10/06/2018,skills,center,625,62,501,712
164324,03/07/2018,tutoring,center,670,67,550,762
164326,05/02/2017,intake,NA,492,42,275,448
164326,01/03/2017,skills,center,513,44,288,462
164328,12/01/2016,intake,NA,550,25,552,589
164328,27/01/2016,refresh,center,547,25,554,591
164329,14/07/2018,intake,NA,774,40,476,523
164329,10/08/2018,skills,center,777,41,495,542
164331,26/03/2016,intake,NA,599,51,553,458
164331,16/04/2016,tutoring,center,622,53,580,475
164331,23/05/2016,tutoring,center,641,55,599,500
164331,13/06/2016,tutoring,center,667,58,632,525
164332,14/04/2017,intake,NA,441,40,231,616
164332,10/05/2017,skills,center,448,42,242,630
164332,14/06/2017,tutoring,center,465,43,253,655
164332,29/07/2017,refresh,online,466,44,261,665
164334,31/10/2017,intake,NA,620,64,468,399
164334,19/11/2017,skills,center,625,65,480,413
164337,22/08/2016,intake,NA,560,54,381,521
164337,05/09/2016,skills,center,566,55,392,536
164337,10/10/2016,tutoring,center,585,56,402,556
164337,01/12/2016,skills,center,613,59,423,588
164341,22/08/2017,intake,NA,640,38,197,602
164341,30/09/2017,skills,center,652,39,204,618
164343,07/08/2016,intake,NA,598,39,586,599
164343,28/08/2016,tutoring,center,622,41,616,619
164345,28/03/2016,intake,NA,435,20,623,301
164345,16/04/2016,skills,center,438,21,642,310
164345,04/05/2016,skills,center,453,22,662,324
164361,28/01/2016,intake,NA,703,49,645,498
164361,16/02/2016,refresh,online,709,49,660,504
164373,14/11/2018,intake,NA,513,55,503,534
164373,03/12/2018,skills,center,526,56,527,539
164373,30/12/2018,tutoring,center,568,59,570,578
164373,14/01/2019,skills,center,601,61,595,605
164388,16/10/2016,intake,NA,629,36,659,459
164388,03/11/2016,tutoring,center,647,37,690,480
164388,20/11/2016,refresh,center,653,37,708,480
164388,28/12/2016,refresh,online,661,38,715,477
164397,03/10/2017,intake,NA,602,65,448,412
164397,29/10/2017,skills,center,623,67,468,420
164397,20/11/2017,skills,center,637,70,499,441
164397,08/12/2017,skills,center,646,69,499,444
164398,03/02/2017,intake,NA,537,49,610,572
164398,02/03/2017,tutoring,center,552,51,636,594
164398,16/03/2017,skills,center,562,52,649,599
164398,30/04/2017,skills,center,584,54,693,617
164412,15/09/2017,intake,NA,651,20,451,419
164412,20/10/2017,tutoring,center,670,20,470,432
164412,30/11/2017,tutoring,center,703,21,484,441
164415,21/04/2016,intake,NA,475,50,501,351
164415,17/05/2016,skills,center,480,52,521,364
164426,20/01/2016,intake,NA,600,64,334,570
164426,17/02/2016,skills,center,609,66,346,583
164426,08/03/2016,skills,center,636,68,363,611
164426,19/03/2016,refresh,online,650,69,369,615
164426,22/04/2016,tutoring,center,665,70,387,632
164439,18/02/2016,intake,NA,641,30,407,783
164439,12/03/2016,refresh,online,631,30,412,781
164444,28/05/2018,intake,NA,717,28,350,588
164444,15/06/2018,skills,center,722,29,368,614
164455,26/02/2018,intake,NA,549,39,349,493
164455,19/03/2018,skills,center,568,40,367,512
164455,03/05/2018,skills,center,578,43,388,540
164463,25/02/2017,intake,NA,532,72,263,363
164463,07/03/2017,skills,center,547,74,275,371
164463,06/04/2017,tutoring,center,564,75,283,378
164463,07/06/2017,tutoring,center,577,76,287,389
164476,30/04/2017,intake,NA,719,58,624,536
164476,14/05/2017,skills,center,716,60,644,543
164476,03/06/2017,tutoring,center,725,62,675,562
164477,05/10/2017,intake,NA,533,30,523,667
164477,02/11/2017,refresh,online,530,30,526,658
164483,07/04/2017,intake,NA,689,48,361,744
164483,02/05/2017,tutoring,center,713,49,386,753
164483,13/06/2017,skills,center,722,50,395,757
164498,16/08/2017,intake,NA,705,79,282,264
164498,10/09/2017,skills,center,725,80,293,275
164498,27/10/2017,skills,center,756,83,307,287
164500,25/03/2017,intake,NA,759,69,576,733
164500,12/04/2017,skills,center,782,69,586,737
164504,07/08/2016,intake,NA,530,47,598,605
164504,27/08/2016,skills,center,547,49,630,621
164504,26/09/2016,refresh,center,553,50,644,633
164504,01/11/2016,skills,center,573,52,689,667
164504,17/12/2016,tutoring,center,596,54,731,686
164505,01/07/2016,intake,NA,555,80,704,574
164505,24/07/2016,skills,center,579,84,738,596
164505,01/09/2016,skills,center,600,88,765,624
164505,11/10/2016,refresh,center,599,88,789,635
